restaurant_name,street_address,google_map,phone
Frankie & Johnnie's Steakhouse - Manhattan,"32 West 37th New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7507000%2C-73.9841,(212) 947-8940
Ben and Jack's Steakhouse 44th Street,"219 East 44th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7518930%2C-73.97306,(212) 682-5678
Il Postino,"337 East 49th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7532620%2C-73.966601,(212) 688-0033
Bread & Tulips,"365 Park Avenue South New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7421850%2C-73.984704,(212) 532-9100
Vandal,"199 Bowery New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7211380%2C-73.993373,(212) 400-0199
Bob's Steak & Chop House - New York,,,
Blenheim,"283 West 12th Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7375360%2C-74.004009,(212) 243-7073
Montebello Ristorante Italiano,"120 E. 56th St. New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7604910%2C-73.970195,(212) 753-1447
1 Darbar,"152 E 46th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7540000%2C-73.974,(212) 681-4500
Meet the Meat,"23-92 21st Street Astoria, NY  11105",//www.google.com/maps/search/?api=1&query=40.7771740%2C-73.921291,(917) 832-7984
Cafe Clover,,,
Nobu Downtown | Restaurant,,,
2 Darbar Grill,"157 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7593510%2C-73.968813,(212) 751-4600
Junoon Main Dining Room,"27 West 24th St. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7431930%2C-73.990838,(212) 490-2100
Left Bank NYC,"117 Perry Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7351270%2C-74.00673,(212) 727-1170
Beauty & Essex- New York,"146 Essex Street New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7203670%2C-73.986774,(212) 614-0146
Mercer Kitchen,"99 Prince Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7248000%2C-73.9988,(212) 966-5454
The Dutch,"131 Sullivan Street New York, NY  10000",//www.google.com/maps/search/?api=1&query=40.7265770%2C-74.002204,(212) 677-6200
Lafayette,"380 Lafayette Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7275520%2C-73.993418,(212) 533-3000
Bar Primi,"325 Bowery New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7256460%2C-73.991812,(212) 220-9100
Lupa,"170 Thompson Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7276450%2C-74.000328,(212) 982-5089
Boucherie - West Village,"99 7th Avenue South New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7330470%2C-74.002877,(212) 837-1616
Lure New York,"142 Mercer New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7246000%2C-73.9984,(212) 431-7676
Indochine,"430 Lafayette Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7292410%2C-73.992523,(212) 505-5111
Hearth,"403 East 12 Street New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7299800%2C-73.983468,(646) 602-1300
The Loyal,,,
Sant Ambroeus SoHo,"265 Lafayette Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7234180%2C-73.996567,(212) 966-2770
Tamarind - Tribeca,"99 Hudson Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7189770%2C-74.008929,(212) 775-9000
El Vez New York,"259 Vesey Street New York, NY  10282",//www.google.com/maps/search/?api=1&query=40.7143160%2C-74.01514,(212) 233-2500
Pig and Khao,"68 Clinton Street New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7192500%2C-73.984737,(212) 920-4485
Sarabeth's TriBeCa,"339 Greenwich Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7183450%2C-74.010291,(212) 966-0421
MAMO Restaurant,,,
Leuca,"111 N 12th St Brooklyn, NY  11249",//www.google.com/maps/search/?api=1&query=40.7221200%2C-73.957168,(718) 581-5900
Bâtard,"239 West Broadway New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7196440%2C-74.005962,(212) 219-2777
Il Mulino New York - Downtown,"86 West 3rd Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7298290%2C-73.999091,(212) 673-3783
BAAR BAAR,"13 E 1st St New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7243890%2C-73.991552,(212) 228-1200
The Bombay Bread Bar,,,
Little Park,"85 West Broadway New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7151430%2C-74.009182,(212) 220-4110
Narcissa Restaurant,"25 Cooper Square New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7279310%2C-73.990785,(212) 228-3344
MR CHOW - TriBeca,"121 Hudson Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7199930%2C-74.008582,(212) 965-9500
Essex,"119 Rivington St New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7197070%2C-73.987415,(212) 533-9616
Pera Soho,"54 Thompson Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7239430%2C-74.00341,(212) 878-6305
Tribeca Grill,"375 Greenwich St New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7200000%2C-74.01,(212) 941-3900
Delmonico's,"56 Beaver Street New York, NY  10004",//www.google.com/maps/search/?api=1&query=40.7050000%2C-74.01,(212) 509-1144
Dos Caminos - SoHo,"475 West Broadway at Houston Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7265680%2C-73.999865,(212) 277-4300
Gran Morsi,"22 Warren Street New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7143530%2C-74.007741,(212) 577-2725
Toloache Thompson St.,"205 Thompson St. New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7285320%2C-73.99961,(212) 420-0600
Temple Court,"5 Beekman Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7111940%2C-74.006901,(212) 658-1848
Temple Court,"5 Beekman Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7111940%2C-74.006901,(212) 658-1848
Khe-Yo,"157 Duane St. New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7169060%2C-74.008586,(212) 587-1089
The Osprey,,,
SAN CARLO  Osteria Piemonte,"90 Thompson St New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7251350%2C-74.002087,(212) 625-1212
Osteria della Pace - Eataly NYC Downtown,"101 Liberty St Floor 3 New York, NY  10006",//www.google.com/maps/search/?api=1&query=40.7097160%2C-74.011713,(646) 677-8580
Il Mulino New York - Tribeca,,,
La Loteria,"29 7th Ave South New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7307520%2C-74.004144,(212) 858-9096
Porsena,"21 East 7th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7286500%2C-73.989432,(212) 228-4923
Il Mulino Prime - SoHo,,,
Fonda - East Village,"40 Avenue B New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7228620%2C-73.982978,(212) 677-4096
10 Corso Como - New York,,,
The Woo,,,
Socarrat Paella Bar - Nolita,"284 Mulberry St. New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7245410%2C-73.995099,(212) 219-0101
Antica Pesa,,,
American Cut Steakhouse,"363 Greenwich Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7193040%2C-74.010204,(212) 226-4736
The Palm Tribeca,"206 West Street New York, NY  10282",//www.google.com/maps/search/?api=1&query=40.7165260%2C-74.012682,(646) 395-6393
La Sirene,"558  Broome Street (closer to Varick) New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7245070%2C-74.005684,(212) 925-3061
CUT By Wolfgang Puck at FS Downtown New York,"99 Church St New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7128030%2C-74.009064,(646) 880-1995
The Capital Grille - NY- Wall Street,,,
Felice 15 Gold Street,"15 Gold Street New York, NY  10038",//www.google.com/maps/search/?api=1&query=40.7078900%2C-74.00709,(212) 785-5950
Rosa Mexicano - TriBeCa,"41 Murray Street New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7141830%2C-74.008996,(212) 849-2885
Barano,"26 Broadway Brooklyn, NY  11249",//www.google.com/maps/search/?api=1&query=40.7103280%2C-73.96784,(347) 987-4500
Frankie and Johnnie's Steakhouse - 46th Street,"320 West 46th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7599750%2C-73.988913,(212) 997-9494
The Wright,,,
Henry at Life Hotel,,,
Strip House Speakeasy,"11 East 12th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7344850%2C-73.993432,(212) 838-9197
The Morgan Dining Room,"225 Madison Avenue New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7492090%2C-73.981526,(212) 683-2130
The Library at the Public,"425 Lafayette Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7291360%2C-73.992028,(212) 539-8777
Cipriani - Wall Street,"55 Wall Street New York, NY  10015",//www.google.com/maps/search/?api=1&query=40.7059380%2C-74.009159,(212) 699-4096
Tarallucci e Vino East Village,,,
Thalassa,"179 Franklin Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7193000%2C-74.0092,(212) 941-7661
Limani,,,
Schilling,"109 Washington Street New york, NY  10028",//www.google.com/maps/search/?api=1&query=40.7085740%2C-74.013989,(212) 406-1200
Altesi Downtown,"200 Spring Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7252000%2C-74.0033,(212) 431-1212
Harold's,,,
Benchmark Restaurant,"339A Second St. Brooklyn, NY  11215",//www.google.com/maps/search/?api=1&query=40.6736470%2C-73.983262,(718) 965-7040
Bellini,,,
Bellini,,,
Bistrot Leo,"60 Thompson Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7240060%2C-74.00307,(212) 219-8119
MarkJoseph Steakhouse,"261 Water Street New York, NY  10038",//www.google.com/maps/search/?api=1&query=40.7084090%2C-74.001578,(212) 277-0020
ATRIO Wine Bar & Restaurant,"102 North End Avenue New York, NY  10282",//www.google.com/maps/search/?api=1&query=40.7147890%2C-74.016179,(646) 769-4250
Nonna Beppa,,,
The Tuck Room- New York,"11 Fulton Street New York, NY  10038",//www.google.com/maps/search/?api=1&query=40.7067820%2C-74.003289,(212) 776-8273
Morton's The Steakhouse - World Trade Center,"136 Washington New York, NY  10006",//www.google.com/maps/search/?api=1&query=40.7095790%2C-74.013907,(212) 608-0171
Joseph's Restaurant,,,
2 West at The Wagner Hotel,,,
Greenhouse Cafe,"7717 3rd Avenue Brooklyn, NY  11209-3001",//www.google.com/maps/search/?api=1&query=40.6295190%2C-74.028273,(718) 833-8200
"Lorenzo's Restaurant, Bar & Caberet - Hilton Garden Inn - SI","1100 South Ave. Staten Island, NY  10314",//www.google.com/maps/search/?api=1&query=40.6147900%2C-74.176557,(718) 477-2400
Soogil,,,
Senya,,,
Yellow Magnolia Café,"Brooklyn Botanic Garden 990 Washington Ave Brooklyn, NY  11225",//www.google.com/maps/search/?api=1&query=40.6694370%2C-73.962844,(718) 307-7136
Stella Trattoria & Bar,,,
